id,Name,Description,Building type,Property type,Amenities,host_id,Host_name,Host_identity_verified,Host_Experience,Host_fee,Neighbourhood,State,Zipcode,Currency,Season,Instant_bookable,Construction_year,Accommodation_year,Commission,Booking_total,Status,Bookings,Service_fee,Cancellation_Policy,Food_cost,Food_type,Minimum_nights,Reviews,Reviews_per_month,Review_rate_number,House_rules,Host_Revenue,Platform_Revenue,Total_Revenue
4319835,Singtom Resort,"Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",Apartment,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'LED TV', 'Air conditioning']",7856901,Matilda,confirmed,Inexperienced,0.13,The Bukit Peninsula in  Indonesia,Arizona,5354,usd,Holiday Season,Yes,2017-03-27,2018-03-27,0.13,81.2,confirmed,799,0.45,Flexible,51.57,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Bread and Jam']",138,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",3.87,1," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",33.676,1.0449000000000002,106.59089999999999
7169765,The Sunset,Quiet & Clean Retreat in the City,Private room,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Smart locks for self check-in', 'Pool', 'Washer and Dryer']",9361033,Albert,not confirmed,Moderately Experienced,0.0,District VII in  Hungary,Greece,7481,usd,Non Holiday Season,No,2010-08-14,2011-08-14,0.14,66.52,not confirmed,558,0.0,Strict,19.59,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Bread and Jam']",109,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.64,10,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",21.652,20.627999999999997,57.2136
9947715,,Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,Shared room,Bed & Breakfast,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'LED TV', 'Pool', 'Air conditioning']",9629790,Wilson,confirmed,Inexperienced,0.13,Constitución in Argentina,Argentina,9218,usd,Holiday Season,No,2011-10-21,2012-10-21,0.14,83.5,not confirmed,553,0.0,Flexible,59.19,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Eggs']",441,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.19,8,Clean up and treat the home the way you'd like your home to be treated,34.205,2.5704,79.2654
2052026,The Darling North Sanctuary!,Sunny Room by Prospect Park,Entire house,Apartment,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Coffee machine', 'Heaters']",9043513,Brad,confirmed,Moderately Experienced,0.15,Richmond in Melbourne,Melbourne,3649,usd,Non Holiday Season,Yes,2010-05-04,2011-05-04,0.14,81.79,not confirmed,629,0.0,Moderate,26.99,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Muffins']",127,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.75,4,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,35.447500000000005,1.8900000000000001,46.3337
8704571,The Home Away from Home,Riverside Charm with Fire Place,Private room,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Washer and Dryer', 'Free parking']",5709846,Martin,confirmed,Moderately Experienced,0.14,Hammerbrook in Germany,Germany,5595,usd,Non Holiday Season,No,2022-02-20,2023-02-20,0.11,72.02,not confirmed,518,0.0,Flexible,32.3,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'Bread and Jam']",361,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",6.1,10,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,32.284800000000004,16.47,65.9306
4734753,The Little Peaceful Retreat,Private Room in Fort Green BK close to city,Shared room,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Smart locks for self check-in', 'Free parking', 'LED TV']",8904666,David,confirmed,Experienced,0.12,Triana in Spain,Spain,8583,usd,Non Holiday Season,No,2022-01-27,2023-01-27,0.14,88.5,confirmed,281,0.4,Strict,34.81,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'Muffins']",280,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,8.03,2,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,34.47,4.3362,92.20120000000001
3032325,The Chalet,Greenwich Village Stylish Apartment,Private room,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Smart locks for self check-in', 'Coffee machine']",8119763,Jim,confirmed,Experienced,0.16,The Bukit Peninsula in  Indonesia,Greece,6884,usd,Holiday Season,Yes,2021-12-25,2022-12-25,0.14,82.11,confirmed,399,0.57,Strict,25.48,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Eggs']",146,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,2.86,8,Clean up and treat the home the way you'd like your home to be treated,36.348600000000005,6.1776,95.9236
3898654,Williamsburg Abode,Cozy BR in Wiliamsburg 3 Bedroom,Shared room,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Washer and Dryer', 'Air conditioning']",7449518,Sarah,not confirmed,Inexperienced,0.0,Capucins in France,France,1847,usd,Holiday Season,Yes,2014-11-16,2015-11-16,0.12,85.17,not confirmed,906,0.0,Strict,27.45,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'OJ']",55,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,6.86,6,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,23.517000000000003,11.113199999999999,56.1183
4324302,Curly Coelho Cottage,"Quiet, clean midtown apt w. elevato",Shared room,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Pool', 'Air conditioning']",9539767,Diana And Peter,confirmed,Experienced,0.14,Capucins in France,France,3803,usd,Non Holiday Season,Yes,2012-03-13,2013-03-13,0.12,85.2,confirmed,408,0.35,Flexible,25.87,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'Muffins']",231,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.53,8,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,35.448,5.464799999999999,78.71079999999999
4512816,The Johnston’s Brownstone Inn,"Elegant 2-BR duplex, Union Square",Apartment,Bed & Breakfast,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Washer and Dryer', 'Coffee machine', 'Iron and iron board']",2141240,Victoria,confirmed,Moderately Experienced,0.11,The Bukit Peninsula in  Indonesia,Dallas,1944,usd,Non Holiday Season,No,2009-07-12,2010-07-12,0.15,73.19,not confirmed,624,0.0,Strict,41.69,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Eggs']",99,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.88,2,No smoking,30.3699,1.0151999999999999,59.9009
5760450,Danielle’s Boutique Inn,Room in East Village with Private Entrance,Entire house,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'Smart locks for self check-in', 'Iron and iron board']",8024157,Miller,not confirmed,Inexperienced,0.0,Meireles in Brazil,Brazil,9450,usd,Holiday Season,No,2008-08-29,2009-08-29,0.15,79.94,not confirmed,894,0.0,Moderate,14.81,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'Eggs']",63,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.99,7,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,22.994,3.7611,35.969300000000004
5165601,Oasis of Trees and Tranquility,Greenwich Village Stylish Apartment,Shared room,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Coffee machine', 'Air conditioning']",2483565,Freddy,not confirmed,Moderately Experienced,0.0,Oak Lawn in  Texas,Sweden,1688,usd,Non Holiday Season,Yes,2015-04-21,2016-04-21,0.11,79.81,confirmed,339,0.28,Flexible,32.19,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Eggs']",482,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.63,6," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",22.981,2.6405999999999996,74.5717
1414072,The Secret Westside Lounge,Cozy&Clean in a great neighborhood,Shared room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'LED TV', 'Free parking', 'Iron and iron board']",9358037,Marcus,confirmed,Moderately Experienced,0.13,Roma Sur in MexicoCity,MexicoCity,6372,usd,Non Holiday Season,No,2010-11-09,2011-11-09,0.13,66.68,confirmed,284,0.41,Flexible,31.04,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Milk']",432,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",7.35,5,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,30.336400000000005,9.9225,85.3017
9798496,Baker Avenue Bungalow,Private room in cozy Greenpoint,Private room,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'LED TV', 'Heaters', 'Iron and iron board']",7788767,Hill,not confirmed,Inexperienced,0.0,Constitución in Argentina,Argentina,1007,usd,Non Holiday Season,Yes,2013-09-12,2014-09-12,0.12,87.09,confirmed,76,0.63,Flexible,43.45,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'OJ']",378,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.35,1,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",23.709000000000003,1.9844999999999997,117.9139
1984018,The Little Peaceful Retreat,One Bedroom Mini studio - Free WIFI,Apartment,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Smart locks for self check-in', 'Coffee machine']",5938731,Wilson,not confirmed,Experienced,0.0,District VII in  Hungary,Arkansas,2080,usd,Holiday Season,No,2015-08-07,2016-08-07,0.13,88.38,confirmed,789,0.77,Moderate,36.49,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'Bread and Jam']",270,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",7.5,10,No smoking,23.838,20.25,142.444
5050033,The Retreat On Lansdale,Private E. Village Townhouse Stay,Shared room,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Washer and Dryer', 'LED TV', 'Heaters']",4224139,Kevin,not confirmed,Moderately Experienced,0.0,Constitución in Argentina,Argentina,9137,usd,Holiday Season,Yes,2013-11-21,2014-11-21,0.12,80.88,not confirmed,744,0.0,Moderate,29.72,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Muffins']",247,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,3.31,3, I have a cute and quiet mixed chihuahua.,23.088,2.6811000000000003,49.8275
3505963,The Ultimate Escape,ACCOMMODATIONS GALORE #1,Entire house,Bed & Breakfast,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Air conditioning', 'Heaters']",7247428,Norman,confirmed,Inexperienced,0.15,Poncey-Highland in  Georgia,Darwin,9039,usd,Holiday Season,Yes,2015-10-04,2016-10-04,0.13,84.44,not confirmed,383,0.0,Flexible,26.43,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Muffins']",54,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.59,3,No smoking,36.11,1.2879,45.2511
6740981,Himalayan Home,Farmhouse Apartment in Williamsburg,Private room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Coffee machine', 'Air conditioning', 'LED TV']",7345056,Joris,confirmed,Inexperienced,0.13,Triana in Spain,Spain,8593,usd,Non Holiday Season,Yes,2011-06-11,2012-06-11,0.14,73.03,confirmed,868,0.37,Flexible,54.52,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Eggs']",17,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,3.55,4," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",31.7969,3.834,102.566
1352329,The Brooklyn Penthouse,"Great new apt, close to everything",Shared room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'Coffee machine', 'Smart locks for self check-in']",2637990,Ferguson,confirmed,Inexperienced,0.12,District VII in  Hungary,Hawaii,1652,usd,Non Holiday Season,No,2010-11-17,2011-11-17,0.13,65.5,not confirmed,126,0.0,Moderate,49.75,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Juices']",424,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,5.45,7,No smoking,29.41,10.3005,77.0155
3514435,Charming Retreat on the Eastside,BIG ROOM / DOWNTOWN  LOFT /,Entire house,Townhouse,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Washer and Dryer', 'Coffee machine']",4915918,Murphy,not confirmed,Inexperienced,0.0,Meireles in Brazil,Brazil,5809,usd,Holiday Season,Yes,2020-10-09,2021-10-09,0.11,82.11,not confirmed,31,0.0,Moderate,51.09,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Bread and Jam']",324,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.79,5," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",23.211,2.4165,70.9698
4579837,Quinta Da Santana,Amazing room in Prime East Village!,Apartment,Apartment,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'Coffee machine', 'Iron and iron board']",7427430,Miller,not confirmed,Inexperienced,0.0,Meireles in Brazil,Brazil,3544,usd,Non Holiday Season,No,2017-03-30,2018-03-30,0.15,75.87,confirmed,436,0.37,Strict,54.38,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Yogurt']",480,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.49,10, I have a cute and quiet mixed chihuahua.,22.587,20.223,119.95100000000001
1531491,The Red Bungalow of Deerfield,Coliving in Brooklyn! Modern design / Shared room,Apartment,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Coffee machine', 'Washer and Dryer']",2134393,Davis,not confirmed,Moderately Experienced,0.0,Roma Sur in MexicoCity,MexicoCity,7340,usd,Holiday Season,Yes,2016-08-17,2017-08-17,0.13,86.45,confirmed,776,0.34,Strict,38.77,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'Eggs']",172,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.22,1,No smoking,23.645000000000003,0.3294,86.08590000000001
